Stanice ID|Doména ID|Přístroj|Začátek měření|Konec měření|Výška přístroje [m]
B2BUDC01|SCE|Sněhoměrná lať|1961-01-01|2017-05-01|0
B2CRUD01|SCE|Sněhoměrná lať|1981-05-01|2020-12-31|0
B2DACI01|SCE|Sněhoměrná lať|1961-01-01|1986-08-31|0
B2DACI01|SCE|Sněhoměrná lať|1986-11-01|2020-12-31|0
B2SLCE01|SCE|Sněhoměrná lať|1961-01-01|2015-07-31|0
B2STAL01|SCE|Sněhoměrná lať|2016-05-01|2020-12-31|0
C1BAVO01|SCE|Sněhoměrná lať|1962-03-01|2016-10-31|0
C1BAVO01|SCE|Sněhoměrná lať|2017-02-01|2020-12-31|0
C1BERN01|SCE|Sněhoměrná lať|1961-01-01|1995-02-28|0
C1BERN01|SCE|Sněhoměrná lať|1995-04-01|1997-05-31|0
C1BERN01|SCE|Sněhoměrná lať|1997-08-01|2020-12-31|0
C1BLAD01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
C1BLAD01|SCE|Sněhoměrná lať|1964-01-01|1980-05-31|0
C1BLAD01|SCE|Sněhoměrná lať|1980-09-01|2020-12-31|0
C1BLAT01|SCE|Sněhoměrná lať|1961-01-01|1975-06-30|0
C1BLAT01|SCE|Sněhoměrná lať|1990-04-01|2020-12-31|0
C1CDVU01|SCE|Sněhoměrná lať|1975-01-23|2020-12-31|0
C1CERP01|SCE|Sněhoměrná lať|1993-08-01|2020-12-31|0
C1CHEL01|SCE|Sněhoměrná lať|1982-01-01|2018-08-31|0
C1CHLM01|SCE|Sněhoměrná lať|1963-08-01|1979-12-31|1
C1CHUR01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1CIZO01|SCE|Sněhoměrná lať|1961-01-01|1962-06-30|0
C1DRIT01|SCE|Sněhoměrná lať|1961-01-01|1962-01-31|0
C1DRIT01|SCE|Sněhoměrná lať|1962-04-01|1962-12-31|0
C1DRIT01|SCE|Sněhoměrná lať|1964-01-01|1966-12-31|0
C1DRIT01|SCE|Sněhoměrná lať|1967-11-01|1967-12-31|0
C1DRIT01|SCE|Sněhoměrná lať|1969-02-01|1969-12-31|0
C1DRIT01|SCE|Sněhoměrná lať|1970-02-01|1971-11-30|0
C1DRIT01|SCE|Sněhoměrná lať|1972-01-01|1972-10-31|0
C1DRIT01|SCE|Sněhoměrná lať|1972-12-01|1979-12-31|0
C1DRIT01|SCE|Sněhoměrná lať|1980-03-01|1988-12-31|0
C1FRAN01|SCE|Sněhoměrná lať|1962-06-01|2013-02-28|0
C1FRAN01|SCE|Sněhoměrná lať|2013-04-01|2020-12-31|0
C1HLUB01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1HPLA01|SCE|Sněhoměrná lať|1961-01-01|1963-07-26|0
C1HPLA01|SCE|Sněhoměrná lať|1964-01-01|2010-07-31|0
C1HPLA01|SCE|Sněhoměrná lať|2010-09-01|2017-12-31|0
C1HUSI01|SCE|Sněhoměrná lať|1961-01-01|2002-08-10|0
C1HUSI01|SCE|Sněhoměrná lať|2002-09-01|2020-12-31|0
C1HVLT01|SCE|Sněhoměrná lať|1961-12-01|2008-06-30|0
C1JAVO01|SCE|Sněhoměrná lať|1961-01-01|2008-10-31|0
C1JELE01|SCE|Sněhoměrná lať|1994-01-01|2020-01-31|0
C1KATO01|SCE|Sněhoměrná lať|1961-01-01|2018-12-31|0
C1KATO01|SCE|Sněhoměrná lať|2019-02-01|2020-12-31|0
C1KEST01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1KHUT01|SCE|Sněhoměrná lať|1995-05-01|2020-12-31|0
C1KOCE01|SCE|Sněhoměrná lať|1975-03-01|2020-12-31|0
C1KRSI01|SCE|Sněhoměrná lať|2013-04-01|2020-12-31|0
C1KTIS01|SCE|Sněhoměrná lať|1994-10-01|2020-12-31|0
C1KVET01|SCE|Sněhoměrná lať|1975-02-01|1990-12-31|0
C1KVET01|SCE|Sněhoměrná lať|1991-07-01|1997-02-28|0
C1KVIL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1LENO01|SCE|Sněhoměrná lať|1961-01-01|1963-12-31|0
C1LENO01|SCE|Sněhoměrná lať|1966-01-01|2017-12-31|0
C1LHEN01|SCE|Sněhoměrná lať|1975-01-01|1999-12-31|0
C1LNAR01|SCE|Sněhoměrná lať|1961-01-01|1977-06-30|0
C1MARK01|SCE|Sněhoměrná lať|2005-01-01|2011-12-31|0
C1MIRO01|SCE|Sněhoměrná lať|1961-01-01|2013-03-31|0
C1MLYN01|SCE|Sněhoměrná lať|1980-01-01|2009-12-31|0
C1NEMC01|SCE|Sněhoměrná lať|1991-01-01|2020-12-31|0
C1NETO01|SCE|Sněhoměrná lať|1962-03-01|1978-12-31|0
C1NPEC01|SCE|Sněhoměrná lať|1969-11-01|1993-12-31|0
C1ORLV01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1PARA01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
C1PASE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1PLAN01|SCE|Sněhoměrná lať|1961-01-01|1994-10-31|0
C1POLN01|SCE|Sněhoměrná lať|1997-02-01|2006-02-28|0
C1PRCH01|SCE|Sněhoměrná lať|1972-09-01|2020-12-31|0
C1PROT01|SCE|Sněhoměrná lať|1961-01-01|1988-12-31|0
C1SEDL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1SMED01|SCE|Sněhoměrná lať|1999-04-23|2002-05-31|0
C1STOZ01|SCE|Sněhoměrná lať|1963-07-01|2020-12-31|0
C1STRA01|SCE|Sněhoměrná lať|1961-01-01|1972-11-30|0
C1STRA01|SCE|Sněhoměrná lať|1973-01-01|2020-05-19|0
C1STRZ01|SCE|Sněhoměrná lať|1974-12-06|1981-01-31|0
C1STRZ01|SCE|Sněhoměrná lať|1981-06-01|1986-08-31|0
C1STRZ01|SCE|Sněhoměrná lať|1986-12-01|2019-08-31|0
C1TEME01|SCE|Sněhoměrná lať|1989-01-01|2020-12-31|0
C1TEMS01|SCE|Sněhoměrná lať|1977-01-01|2012-12-31|0
C1TYNV01|SCE|Sněhoměrná lať|1961-01-01|1980-02-29|0
C1TYNV01|SCE|Sněhoměrná lať|1980-04-01|1981-12-31|0
C1VACP01|SCE|Sněhoměrná lať|1961-01-01|2004-01-31|0
C1VACP01|SCE|Sněhoměrná lať|2004-05-01|2020-12-31|0
C1VIMP01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1VODN01|SCE|Sněhoměrná lať|1961-01-01|1977-12-31|0
C1VOLR01|SCE|Sněhoměrná lať|2009-01-01|2020-12-31|0
C1VOLY01|SCE|Sněhoměrná lať|1961-01-01|1977-11-30|0
C1VOLY01|SCE|Sněhoměrná lať|1978-04-01|2020-12-31|0
C1VRAZ01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1ZABL01|SCE|Sněhoměrná lať|1971-08-12|1983-02-28|0
C1ZALE01|SCE|Sněhoměrná lať|1980-01-01|2020-12-31|0
C1ZAVI01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1ZBYT01|SCE|Sněhoměrná lať|1971-08-01|1981-11-30|0
C1ZBYT01|SCE|Sněhoměrná lať|1984-06-01|1984-12-31|0
C1ZBYT01|SCE|Sněhoměrná lať|1985-04-01|1985-11-30|0
C1ZBYT01|SCE|Sněhoměrná lať|1986-01-01|1991-06-30|0
C1ZBYT01|SCE|Sněhoměrná lať|1991-08-01|1991-08-31|0
C1ZBYT01|SCE|Sněhoměrná lať|1992-03-01|2020-12-31|0
C2BECH01|SCE|Sněhoměrná lať|1961-01-01|1967-06-30|0
C2BECH01|SCE|Sněhoměrná lať|1967-11-01|1992-12-31|0
C2BECH01|SCE|Sněhoměrná lať|1993-05-07|2002-06-30|0
C2BECH01|SCE|Sněhoměrná lať|2002-09-01|2003-12-31|0
C2BECH01|SCE|Sněhoměrná lať|2004-05-01|2020-12-31|0
C2BENC01|SCE|Sněhoměrná lať|1971-05-01|1979-07-09|0
C2BENC01|SCE|Sněhoměrná lať|1979-09-18|1980-11-30|0
C2BENC01|SCE|Sněhoměrná lať|1982-01-01|1997-06-30|0
C2BENC01|SCE|Sněhoměrná lať|1997-08-01|1997-09-30|0
C2BENC01|SCE|Sněhoměrná lať|1997-12-01|1997-12-31|0
C2BENC01|SCE|Sněhoměrná lať|1998-02-01|2020-12-31|0
C2BESE01|SCE|Sněhoměrná lať|1961-01-01|1969-12-31|0
C2BESE01|SCE|Sněhoměrná lať|1971-04-01|1985-09-30|0
C2BESE01|SCE|Sněhoměrná lať|1985-12-01|1986-11-30|0
C2BESE01|SCE|Sněhoměrná lať|1987-02-01|1992-09-30|0
C2BESE01|SCE|Sněhoměrná lať|1992-11-01|2020-12-31|0
C2BORK01|SCE|Sněhoměrná lať|1961-01-01|1965-12-31|0
C2BORK01|SCE|Sněhoměrná lať|1966-02-01|1966-11-30|0
C2BORK01|SCE|Sněhoměrná lať|1967-02-01|1967-11-30|0
C2BORK01|SCE|Sněhoměrná lať|1970-12-01|1988-10-31|0
C2BORK01|SCE|Sněhoměrná lať|1989-01-01|2020-12-31|0
C2BORO01|SCE|Sněhoměrná lať|1961-01-01|1961-04-30|0
C2BORO01|SCE|Sněhoměrná lať|1961-06-01|1963-06-30|0
C2BORS01|SCE|Sněhoměrná lať|2017-07-01|2020-12-31|0
C2BRLO01|SCE|Sněhoměrná lať|1961-01-01|2002-10-31|0
C2BRLO01|SCE|Sněhoměrná lať|2003-01-01|2003-11-30|0
C2BRLO01|SCE|Sněhoměrná lať|2004-05-01|2009-05-31|0
C2BRLO01|SCE|Sněhoměrná lať|2009-10-01|2020-12-31|0
C2BYNO01|SCE|Sněhoměrná lať|1979-01-01|2020-12-31|0
C2CBUD01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2CHLT01|SCE|Sněhoměrná lať|1961-01-01|1963-06-30|0
C2CHLT01|SCE|Sněhoměrná lať|1965-04-12|1973-07-31|0
C2CHLT01|SCE|Sněhoměrná lať|1973-08-28|2020-12-31|0
C2CHYN01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2CKRU01|SCE|Sněhoměrná lať|1989-05-23|1990-01-29|0
C2CKRU01|SCE|Sněhoměrná lať|1990-02-01|2020-12-31|0
C2DDVO01|SCE|Sněhoměrná lať|1987-04-01|2020-12-31|0
C2FRYM01|SCE|Sněhoměrná lať|1963-01-01|2018-09-30|0
C2HOSI01|SCE|Sněhoměrná lať|1988-03-01|1992-09-30|0
C2HRNH01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2HSTR01|SCE|Sněhoměrná lať|1961-01-01|1978-12-31|0
C2JELM01|SCE|Sněhoměrná lať|1980-01-01|1997-07-31|0
C2JELM01|SCE|Sněhoměrná lať|1998-01-01|1999-10-31|0
C2JHRA01|SCE|Sněhoměrná lať|1961-01-01|1966-08-21|0
C2JHRA01|SCE|Sněhoměrná lať|1966-10-01|2020-12-31|0
C2JILO01|SCE|Sněhoměrná lať|1961-01-01|1975-07-31|0
C2JIST01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2KAPL01|SCE|Sněhoměrná lať|1976-03-01|1979-12-31|0
C2KAPL01|SCE|Sněhoměrná lať|1982-01-01|1998-06-30|0
C2KARD01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2KLEN01|SCE|Sněhoměrná lať|1961-01-01|1968-10-31|0
C2KLEN01|SCE|Sněhoměrná lať|1969-04-01|1969-11-30|0
C2KLEN01|SCE|Sněhoměrná lať|1970-04-01|1971-05-31|0
C2KLEN01|SCE|Sněhoměrná lať|1971-08-01|1971-08-31|0
C2KLEN01|SCE|Sněhoměrná lať|1972-04-01|1980-12-31|0
C2KLEN01|SCE|Sněhoměrná lať|1981-09-01|1984-03-31|0
C2KLEN01|SCE|Sněhoměrná lať|1984-07-01|1984-09-30|0
C2KLEN01|SCE|Sněhoměrná lať|1984-12-01|2003-12-31|0
C2KLEN01|SCE|Sněhoměrná lať|2004-03-01|2009-03-31|0
C2KLET01|SCE|Sněhoměrná lať|1974-06-01|1975-02-28|0
C2KOMA01|SCE|Sněhoměrná lať|1961-01-01|1962-10-31|0
C2KOMA01|SCE|Sněhoměrná lať|1964-01-01|1978-10-31|0
C2KOVA01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2KREM01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
C2KREM01|SCE|Sněhoměrná lať|1977-03-01|2020-12-31|0
C2KUNZ01|SCE|Sněhoměrná lať|1961-01-01|1976-03-31|0
C2KUNZ01|SCE|Sněhoměrná lať|1979-06-01|2012-12-31|0
C2KVET01|SCE|Sněhoměrná lať|1961-01-01|1978-12-31|0
C2LASE01|SCE|Sněhoměrná lať|1985-09-01|2008-06-30|0
C2LEDE01|SCE|Sněhoměrná lať|1985-02-01|1998-05-30|0
C2LEDE01|SCE|Sněhoměrná lať|1998-06-01|2020-12-31|0
C2LIPC01|SCE|Sněhoměrná lať|2012-01-01|2020-12-31|0
C2LIPN01|SCE|Sněhoměrná lať|1964-01-01|2020-12-31|0
C2LODH01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2LOML01|SCE|Sněhoměrná lať|1961-01-01|2011-12-31|0
C2MALO01|SCE|Sněhoměrná lať|1963-01-01|1963-12-31|0
C2MALO01|SCE|Sněhoměrná lať|1964-04-01|1964-12-31|0
C2MALO01|SCE|Sněhoměrná lať|1965-06-21|1968-10-31|0
C2MALO01|SCE|Sněhoměrná lať|1972-10-01|2020-12-31|0
C2MILE01|SCE|Sněhoměrná lať|1961-01-01|1988-12-31|0
C2MILE01|SCE|Sněhoměrná lať|1989-05-01|2020-12-31|0
C2NADV01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2NBYS01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2NETR01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2NHRA01|SCE|Sněhoměrná lať|1963-01-01|1993-12-31|0
C2NVCE01|SCE|Sněhoměrná lať|1961-01-01|1984-09-30|0
C2NVCE01|SCE|Sněhoměrná lať|1984-12-01|1995-01-31|0
C2NVCE01|SCE|Sněhoměrná lať|1995-06-01|1997-12-31|0
C2NVCE01|SCE|Sněhoměrná lať|1998-04-01|2020-12-31|0
C2OLES01|SCE|Sněhoměrná lať|1984-01-01|2000-12-31|0
C2OLSI01|SCE|Sněhoměrná lať|2013-08-01|2020-12-31|0
C2PASC01|SCE|Sněhoměrná lať|2018-09-01|2020-12-31|0
C2PLAL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2PRID01|SCE|Sněhoměrná lať|1973-01-01|2020-12-31|0
C2PVES01|SCE|Sněhoměrná lať|1964-06-15|1986-12-31|0
C2PVES01|SCE|Sněhoměrná lať|1987-06-01|2020-12-31|0
C2REPE01|SCE|Sněhoměrná lať|1963-01-01|2014-02-28|0
C2RIMO01|SCE|Sněhoměrná lať|1979-07-01|2012-12-31|0
C2ROUD01|SCE|Sněhoměrná lať|1963-01-01|1998-08-31|0
C2ROUD01|SCE|Sněhoměrná lať|1998-11-01|2017-05-31|0
C2ROZS01|SCE|Sněhoměrná lať|1998-06-01|2020-12-31|0
C2RUDJ01|SCE|Sněhoměrná lať|1961-01-01|1987-02-28|0
C2RUDJ01|SCE|Sněhoměrná lať|1999-01-01|2020-12-31|0
C2SEVE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2SHUT01|SCE|Sněhoměrná lať|1994-01-01|2020-12-31|0
C2SLAV01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2SOBL01|SCE|Sněhoměrná lať|1961-01-01|1993-12-31|0
C2SOBN01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2STRM01|SCE|Sněhoměrná lať|1962-07-01|2020-12-31|0
C2STRN01|SCE|Sněhoměrná lať|1980-01-01|2020-12-31|0
C2SUCH01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2TABO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C2TREB01|SCE|Sněhoměrná lať|1961-01-01|2002-07-31|0
C2TREB01|SCE|Sněhoměrná lať|2003-01-01|2020-12-31|0
C2TRHS01|SCE|Sněhoměrná lať|1961-01-01|2019-12-31|0
C2TUCA01|SCE|Sněhoměrná lať|2009-04-01|2020-12-31|0
C2VBRO01|SCE|Sněhoměrná lať|1961-01-01|1966-10-18|0
C2VBRO01|SCE|Sněhoměrná lať|1966-11-18|1970-09-13|0
C2VBRO01|SCE|Sněhoměrná lať|1970-09-17|1976-10-03|0
C2VBRO01|SCE|Sněhoměrná lať|1976-10-17|2020-12-31|0
C7HLIN01|SCE|Sněhoměrná lať|2016-01-17|2020-12-31|0
P3VRCH01|SCE|Sněhoměrná lať|1961-01-01|1992-06-30|0
P3VRCH01|SCE|Sněhoměrná lať|1993-01-01|2018-08-31|0
B1BLAT01|SCE|Sněhoměrná lať|1961-01-01|2008-01-31|0
B1BLAT01|SCE|Sněhoměrná lať|2008-09-01|2020-12-31|0
B1BZEN01|SCE|Sněhoměrná lať|1961-01-01|1981-11-30|0
B1BZEN01|SCE|Sněhoměrná lať|1982-03-01|2020-12-31|0
B1HODO01|SCE|Sněhoměrná lať|1961-01-01|1978-07-31|0
B1HODO01|SCE|Sněhoměrná lať|1978-11-01|1980-06-30|0
B1HODO01|SCE|Sněhoměrná lať|1981-05-01|1986-04-30|0
B1HODO01|SCE|Sněhoměrná lať|1986-09-01|1992-02-29|0
B1HODO01|SCE|Sněhoměrná lať|1992-08-01|2003-02-28|0
B1HODO01|SCE|Sněhoměrná lať|2003-06-01|2020-12-31|0
B1IVAN01|SCE|Sněhoměrná lať|1961-01-01|2008-11-12|0
B1IVAN01|SCE|Sněhoměrná lať|2010-08-01|2020-12-31|0
B1LYSO01|SCE|Sněhoměrná lať|2015-05-01|2020-12-31|0
B1NLHO01|SCE|Sněhoměrná lať|1976-07-20|1980-06-30|0
B1NLVA01|SCE|Sněhoměrná lať|1961-01-01|1970-06-30|0
B1NLVA01|SCE|Sněhoměrná lať|1971-03-12|1971-12-31|0
B1NLVA01|SCE|Sněhoměrná lať|1972-07-14|1976-02-29|0
B1PODI01|SCE|Sněhoměrná lať|1961-01-01|1968-02-13|0
B1PODI01|SCE|Sněhoměrná lať|1968-09-01|2020-12-31|0
B1RADE01|SCE|Sněhoměrná lať|1961-01-01|1993-11-30|0
B1RADE01|SCE|Sněhoměrná lať|1994-01-01|2020-12-31|0
B1RYCH01|SCE|Sněhoměrná lať|1961-01-01|1991-02-28|0
B1RYCH01|SCE|Sněhoměrná lať|1991-07-01|2012-07-31|0
B1STRZ01|SCE|Sněhoměrná lať|1961-01-01|1978-12-31|0
B1STRZ01|SCE|Sněhoměrná lať|1979-04-20|2020-12-31|0
B1VELV01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B1VYSK01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
B1VYSK01|SCE|Sněhoměrná lať|1980-05-01|1984-07-31|0
B1VYSK01|SCE|Sněhoměrná lať|1985-03-01|1992-12-31|0
B1VYSK01|SCE|Sněhoměrná lať|1993-07-01|2008-12-31|0
B1VYSK01|SCE|Sněhoměrná lať|2009-07-01|2015-04-30|0
B2BABI01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2BHUS01|SCE|Sněhoměrná lať|1996-05-01|1997-12-31|0
B2BITO01|SCE|Sněhoměrná lať|1961-01-01|2013-12-31|0
B2BITO01|SCE|Sněhoměrná lať|2014-02-01|2020-12-31|0
B2BJUN01|SCE|Sněhoměrná lať|1992-08-01|2020-12-31|0
B2BKNI01|SCE|Sněhoměrná lať|1961-01-01|2008-12-31|0
B2BLAN01|SCE|Sněhoměrná lať|1989-06-01|2020-12-31|0
B2BLDL01|SCE|Sněhoměrná lať|1961-01-01|1989-05-31|0
B2BLES01|SCE|Sněhoměrná lať|1961-01-01|1995-12-31|0
B2BOSK01|SCE|Sněhoměrná lať|1961-01-01|1985-12-31|0
B2BOSK01|SCE|Sněhoměrná lať|1986-05-01|1987-12-31|0
B2BOZI01|SCE|Sněhoměrná lať|1961-01-01|1975-08-31|0
B2BOZI01|SCE|Sněhoměrná lať|1975-12-01|2020-12-31|0
B2BPIS01|SCE|Sněhoměrná lať|1961-01-01|1974-12-01|0
B2BPIS01|SCE|Sněhoměrná lať|1975-01-01|1980-05-31|0
B2BRAK01|SCE|Sněhoměrná lať|1981-11-01|1985-05-31|0
B2BRAK01|SCE|Sněhoměrná lať|1985-09-01|2000-01-31|0
B2BRAS01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2BREC01|SCE|Sněhoměrná lať|1961-01-01|1995-09-30|0
B2BROD01|SCE|Sněhoměrná lať|1981-10-01|2020-12-31|0
B2BRUM01|SCE|Sněhoměrná lať|1961-01-01|1994-03-31|0
B2BTUR01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2BUCO01|SCE|Sněhoměrná lať|1961-01-01|1980-10-31|0
B2BUCO01|SCE|Sněhoměrná lať|1982-11-01|2020-12-31|0
B2BUKA01|SCE|Sněhoměrná lať|1961-01-01|1980-06-30|0
B2BUKA01|SCE|Sněhoměrná lať|1981-05-01|2020-12-31|0
B2BUKY01|SCE|Sněhoměrná lať|1974-06-14|1983-12-31|0
B2BULH01|SCE|Sněhoměrná lať|1961-01-01|1988-04-30|0
B2BULH01|SCE|Sněhoměrná lať|1988-08-01|2001-10-18|0
B2BVEV01|SCE|Sněhoměrná lať|1961-01-01|1965-06-30|0
B2BVEV01|SCE|Sněhoměrná lať|1971-01-01|1971-07-31|0
B2BVEV01|SCE|Sněhoměrná lať|1971-09-01|1971-12-31|0
B2BVEV01|SCE|Sněhoměrná lať|1972-04-01|1984-12-31|0
B2BZAB01|SCE|Sněhoměrná lať|1973-01-01|2020-12-31|0
B2BZID01|SCE|Sněhoměrná lať|1998-04-01|2018-06-30|0
B2BZID01|SCE|Sněhoměrná lať|2019-04-01|2020-12-31|0
B2CEJK01|SCE|Sněhoměrná lať|1971-05-01|1979-12-31|0
B2CHVA01|SCE|Sněhoměrná lať|1972-01-01|1973-04-30|0
B2CIZK01|SCE|Sněhoměrná lať|1993-09-01|2009-04-30|0
B2DRNH01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
B2DRNH01|SCE|Sněhoměrná lať|2013-05-01|2020-12-31|0
B2DUBN01|SCE|Sněhoměrná lať|1961-01-01|1969-12-31|0
B2DUBN01|SCE|Sněhoměrná lať|1971-04-01|1995-12-31|0
B2DUBN01|SCE|Sněhoměrná lať|1996-03-01|2020-12-31|0
B2DVES01|SCE|Sněhoměrná lať|1962-01-01|1988-11-30|0
B2DVES01|SCE|Sněhoměrná lať|1993-01-01|2020-12-31|0
B2DYJA01|SCE|Sněhoměrná lať|1992-01-01|2020-12-31|0
B2DZBA01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2HAJE01|SCE|Sněhoměrná lať|2010-05-01|2020-12-31|0
B2HEVL01|SCE|Sněhoměrná lať|1974-01-01|1991-12-31|0
B2HOLS01|SCE|Sněhoměrná lať|2006-01-01|2012-12-31|0
B2HRUS01|SCE|Sněhoměrná lať|1961-01-01|1962-06-30|0
B2HRUS01|SCE|Sněhoměrná lať|1995-10-01|2020-12-31|0
B2HUST01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2HYSL01|SCE|Sněhoměrná lať|2007-08-01|2020-12-31|0
B2IVAC01|SCE|Sněhoměrná lať|1961-01-01|1962-04-30|0
B2JARS01|SCE|Sněhoměrná lať|1962-04-01|1981-12-31|0
B2JARS01|SCE|Sněhoměrná lať|1982-02-19|2020-12-31|0
B2JEVI01|SCE|Sněhoměrná lať|1962-01-01|2010-04-30|0
B2KLOB01|SCE|Sněhoměrná lať|1963-01-01|2020-12-31|0
B2KNIN01|SCE|Sněhoměrná lať|1981-05-01|1993-03-31|0
B2KNIN01|SCE|Sněhoměrná lať|1993-07-01|2020-12-31|0
B2KOBE01|SCE|Sněhoměrná lať|1981-05-06|2010-06-30|0
B2KOBY01|SCE|Sněhoměrná lať|2008-12-01|2020-12-31|0
B2KUCH01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2KURI01|SCE|Sněhoměrná lať|1961-01-01|1976-03-31|0
B2KURI01|SCE|Sněhoměrná lať|1976-08-01|2020-12-31|0
B2KYJO01|SCE|Sněhoměrná lať|1961-01-01|1961-12-20|0
B2KYJO01|SCE|Sněhoměrná lať|1962-03-01|2002-05-31|0
B2KYJO01|SCE|Sněhoměrná lať|2002-10-01|2005-12-31|0
B2KYJO01|SCE|Sněhoměrná lať|2006-05-01|2007-04-30|0
B2LANZ01|SCE|Sněhoměrná lať|1961-01-01|2006-01-31|0
B2LANZ01|SCE|Sněhoměrná lať|2006-03-01|2020-12-31|0
B2LEDN01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2LETO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2LRAP01|SCE|Sněhoměrná lať|2000-04-08|2012-12-31|0
B2LUKO01|SCE|Sněhoměrná lať|1962-07-20|2020-12-31|0
B2LYSI01|SCE|Sněhoměrná lať|1963-05-01|1999-12-31|0
B2MBRA01|SCE|Sněhoměrná lať|1963-01-01|2020-12-31|0
B2MIKU01|SCE|Sněhoměrná lať|1961-01-01|1971-09-30|0
B2MIKU01|SCE|Sněhoměrná lať|1972-03-01|1983-06-30|0
B2MIKU01|SCE|Sněhoměrná lať|1983-10-01|1987-07-31|0
B2MIKU01|SCE|Sněhoměrná lať|1987-10-01|2013-12-31|0
B2MIKU01|SCE|Sněhoměrná lať|2014-05-01|2020-12-31|0
B2MILE01|SCE|Sněhoměrná lať|2010-07-01|2016-05-31|0
B2MILE01|SCE|Sněhoměrná lať|2016-09-01|2020-12-31|0
B2MIRO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
B2MKRU01|SCE|Sněhoměrná lať|1981-08-01|2020-12-31|0
B2NEMO01|SCE|Sněhoměrná lať|2000-12-01|2009-12-31|0
B2NEMO01|SCE|Sněhoměrná lať|2010-02-01|2010-04-30|0
B2NEMO01|SCE|Sněhoměrná lať|2010-08-01|2020-12-31|0
B2OBOR01|SCE|Sněhoměrná lať|2015-06-15|2020-12-31|0
B2OKYV01|SCE|Sněhoměrná lať|1961-01-01|1980-04-30|0
B2OLES01|SCE|Sněhoměrná lať|1961-01-01|1996-04-30|0
B2OLES01|SCE|Sněhoměrná lať|1996-07-01|2011-10-31|0
B2OLES01|SCE|Sněhoměrná lať|2012-02-01|2020-12-31|0
B2OSIK01|SCE|Sněhoměrná lať|1994-04-01|1996-04-30|0
B2PODB01|SCE|Sněhoměrná lať|1961-01-01|2008-12-31|0
B2PODB01|SCE|Sněhoměrná lať|2009-03-01|2012-12-31|0
B2POHO01|SCE|Sněhoměrná lať|1961-01-01|2006-03-31|0
B2POHO01|SCE|Sněhoměrná lať|2006-05-01|2020-12-31|0
B2PRUS01|SCE|Sněhoměrná lať|1961-01-01|2019-09-30|0
B2PRUS01|SCE|Sněhoměrná lať|2020-06-01|2020-12-31|0
B2SATO01|SCE|Sněhoměrná lať|1981-04-09|2014-03-31|0
B2SATO01|SCE|Sněhoměrná lať|2014-05-01|2020-12-31|0
B2SLAB01|SCE|Sněhoměrná lať|1961-01-01|1979-11-30|0
B2SLAB01|SCE|Sněhoměrná lať|1981-01-01|2018-11-30|0
B2SLAB01|SCE|Sněhoměrná lať|2019-04-01|2020-12-31|0
