Stanice ID|Doména ID|Přístroj|Začátek měření|Konec měření|Výška přístroje [m]
P1PSUC01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1PUHR01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
P1PVIN01|SCE|Sněhoměrná lať|2019-01-01|2020-12-31|0
P1PZKO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
C1BREZ01|SCE|Sněhoměrná lať|1961-01-01|2004-01-31|0
C1BREZ01|SCE|Sněhoměrná lať|2004-03-01|2020-12-31|0
C1ROZM01|SCE|Sněhoměrná lať|1970-01-01|2020-12-31|0
C1ROZZ01|SCE|Sněhoměrná lať|1961-01-01|1971-12-30|0
C1ROZZ01|SCE|Sněhoměrná lať|1973-01-01|1980-11-30|0
C1SOLE01|SCE|Sněhoměrná lať|1962-01-01|1994-06-30|0
C1TOCH01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
C1TOCH01|SCE|Sněhoměrná lať|1964-11-01|1966-12-31|0
C1TOCH01|SCE|Sněhoměrná lať|1967-02-01|1968-12-31|0
C1TOCH01|SCE|Sněhoměrná lať|1972-04-01|2020-12-31|0
C1VSEV01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
C2KLCE01|SCE|Sněhoměrná lať|2000-09-01|2012-12-31|0
C2KRHO01|SCE|Sněhoměrná lať|1961-01-01|2008-06-30|0
H3BAHN01|SCE|Sněhoměrná lať|2002-10-01|2020-12-31|0
H3BYCH01|SCE|Sněhoměrná lať|1998-07-01|2000-12-31|0
H3CASL01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
H3CASL01|SCE|Sněhoměrná lať|1989-01-01|2020-12-31|0
H3DYMO01|SCE|Sněhoměrná lať|1961-01-01|1980-12-31|0
H3DYMO01|SCE|Sněhoměrná lať|1982-01-01|2002-11-30|0
H3DYMO01|SCE|Sněhoměrná lať|2003-06-01|2020-12-31|0
H3KOLI01|SCE|Sněhoměrná lať|1967-01-01|1969-12-31|0
H3KOLI01|SCE|Sněhoměrná lať|1971-08-01|1979-12-31|0
H3KONA01|SCE|Sněhoměrná lať|2001-01-01|2020-12-31|0
H3KUTH01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
H3MCEL01|SCE|Sněhoměrná lať|1961-01-01|2008-09-30|0
H3MEST01|SCE|Sněhoměrná lať|1966-01-01|1970-12-31|0
H3MEST01|SCE|Sněhoměrná lať|1974-09-12|1979-12-31|0
H3PODE01|SCE|Sněhoměrná lať|1961-01-01|2001-12-31|0
H3PODE01|SCE|Sněhoměrná lať|2002-05-28|2020-12-31|0
H3RADO01|SCE|Sněhoměrná lať|1992-01-01|2020-12-31|0
H3ZBYS01|SCE|Sněhoměrná lať|1980-01-01|2020-12-31|0
H3ZEHU01|SCE|Sněhoměrná lať|1980-01-01|2020-12-31|0
L2BROU01|SCE|Sněhoměrná lať|1961-01-01|1993-02-28|0
L2HERM01|SCE|Sněhoměrná lať|2011-01-01|2020-12-31|0
L2KNEZ01|SCE|Sněhoměrná lať|1995-03-01|2010-12-31|0
L2KOUN01|SCE|Sněhoměrná lať|1961-01-01|1989-06-30|0
L2KOUN01|SCE|Sněhoměrná lať|1989-08-01|2009-04-30|0
L2KRUS01|SCE|Sněhoměrná lať|1962-09-01|2008-08-31|0
L2KVES01|SCE|Sněhoměrná lať|1961-01-01|1965-11-30|0
L2KVES01|SCE|Sněhoměrná lať|1966-05-01|1971-11-30|0
L2KVES01|SCE|Sněhoměrná lať|1972-01-01|2020-12-31|0
L2NDUM01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
L2ORAC01|SCE|Sněhoměrná lať|1963-01-01|1985-02-28|0
L2ORAC01|SCE|Sněhoměrná lať|1985-04-01|1986-03-31|0
L2ORAC01|SCE|Sněhoměrná lať|1986-05-01|1987-12-31|0
L2ORAC01|SCE|Sněhoměrná lať|1988-02-01|1993-12-31|0
L2ORAC01|SCE|Sněhoměrná lať|1994-05-01|2020-12-31|0
L2PETR01|SCE|Sněhoměrná lať|1964-01-01|1994-03-31|0
L2RAKO01|SCE|Sněhoměrná lať|1961-01-01|1994-12-31|0
L2RAKO01|SCE|Sněhoměrná lať|1996-07-01|2020-05-31|0
L2SLAB01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1BERO01|SCE|Sněhoměrná lať|1961-01-01|1982-10-26|0
P1BERO01|SCE|Sněhoměrná lať|1982-11-04|1993-12-31|0
P1BERO01|SCE|Sněhoměrná lať|1994-04-01|2020-12-31|0
P1BORO01|SCE|Sněhoměrná lať|1961-01-01|1995-12-31|0
P1CHRU01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1DOBE01|SCE|Sněhoměrná lať|1999-04-01|2020-12-31|0
P1DOBR01|SCE|Sněhoměrná lať|1961-01-01|1982-12-31|0
P1DOBR01|SCE|Sněhoměrná lať|1994-01-01|2012-12-31|0
P1HOSP01|SCE|Sněhoměrná lať|1961-01-01|2004-01-31|0
P1HVOZ01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1JILS01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1JINC01|SCE|Sněhoměrná lať|1961-01-01|2000-12-31|0
P1KAMY01|SCE|Sněhoměrná lať|1961-01-01|2011-02-28|0
P1KAMY01|SCE|Sněhoměrná lať|2016-08-01|2020-12-31|0
P1KLAD01|SCE|Sněhoměrná lať|1961-01-01|1992-12-31|0
P1KOLE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1KRAL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1KRIV01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1LANY01|SCE|Sněhoměrná lať|1961-01-01|2004-05-31|0
P1LANY01|SCE|Sněhoměrná lať|2004-08-01|2020-12-31|0
P1LITE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1MNIS01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1NBEL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1NEUM01|SCE|Sněhoměrná lať|1961-01-01|1980-09-30|0
P1NEUM01|SCE|Sněhoměrná lať|1981-05-12|2020-12-31|0
P1NSTR01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1PODL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1PRIB01|SCE|Sněhoměrná lať|2004-11-01|2020-12-31|0
P1RPET01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1SLAN01|SCE|Sněhoměrná lať|1961-01-01|2007-12-31|0
P1SLAP01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
P1SYKO01|SCE|Sněhoměrná lať|1961-01-01|1980-06-30|0
P1UNHO01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
P1UVAL01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1VMIR01|SCE|Sněhoměrná lať|1993-07-01|2005-06-30|0
P1VOZN01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
P1VOZN01|SCE|Sněhoměrná lať|1983-01-01|2020-12-31|0
P1ZAJE01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
P1ZBEC01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1ZDIC01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P1ZLON01|SCE|Sněhoměrná lať|1961-01-01|1982-12-31|0
P1ZLON01|SCE|Sněhoměrná lať|2001-05-15|2011-12-31|0
P2BAKO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2BAST01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2BEZN01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
P2BEZN01|SCE|Sněhoměrná lať|1981-05-01|2018-06-30|0
P2BOSE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2BRAN01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2BROD01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2CBRO01|SCE|Sněhoměrná lať|1961-01-01|2008-05-31|0
P2CHOT01|SCE|Sněhoměrná lať|2018-10-01|2020-12-31|0
P2DBOU01|SCE|Sněhoměrná lať|1976-05-01|2020-12-31|0
P2JIVI01|SCE|Sněhoměrná lať|1974-05-18|2020-12-31|0
P2KATU01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2KOSA01|SCE|Sněhoměrná lať|1961-01-01|1971-02-28|0
P2KOSA01|SCE|Sněhoměrná lať|1971-03-11|2012-01-31|0
P2KOSA01|SCE|Sněhoměrná lať|2013-04-01|2020-12-31|0
P2KOST01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2LYSA01|SCE|Sněhoměrná lať|1961-01-01|1984-01-31|0
P2MLBO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2MRZK01|SCE|Sněhoměrná lať|2013-07-01|2020-12-31|0
P2MSEN01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2NVES01|SCE|Sněhoměrná lať|1961-01-01|2008-12-31|0
P2SEMC01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P2SOJO01|SCE|Sněhoměrná lať|1961-01-01|1988-12-31|0
P2TUHA01|SCE|Sněhoměrná lať|1961-01-01|1992-10-31|0
P2TUHA01|SCE|Sněhoměrná lať|1993-10-01|2020-12-31|0
P3BENS01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
P3BENS01|SCE|Sněhoměrná lať|1994-01-01|1998-03-31|0
P3BENS01|SCE|Sněhoměrná lať|2016-07-01|2020-12-31|0
P3BOHD01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P3CECH01|SCE|Sněhoměrná lať|1961-01-01|1999-09-30|0
P3CHVA01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
P3DCHV01|SCE|Sněhoměrná lať|1975-12-01|2020-12-31|0
P3DKRA01|SCE|Sněhoměrná lať|1961-01-01|1970-09-30|0
P3DKRA01|SCE|Sněhoměrná lať|1972-07-01|1988-03-31|0
P3DKRA01|SCE|Sněhoměrná lať|1988-09-01|2020-12-31|0
P3HULI01|SCE|Sněhoměrná lať|1991-01-01|2010-12-31|0
P3JABL01|SCE|Sněhoměrná lať|1988-05-01|2020-12-31|0
P3JILO01|SCE|Sněhoměrná lať|2004-02-01|2020-12-31|0
P3KOST01|SCE|Sněhoměrná lať|1988-04-01|2020-12-31|0
P3KOZM01|SCE|Sněhoměrná lať|1961-01-01|1984-12-31|0
P3KOZM01|SCE|Sněhoměrná lať|2002-10-01|2020-12-31|0
P3LEDE01|SCE|Sněhoměrná lať|1961-01-01|2012-12-31|0
P3LESA01|SCE|Sněhoměrná lať|1975-12-01|2004-01-31|0
P3NACE01|SCE|Sněhoměrná lať|1961-01-01|1989-11-30|0
P3NACE01|SCE|Sněhoměrná lať|1990-01-01|1991-05-31|0
P3NACE01|SCE|Sněhoměrná lať|1992-07-01|1994-04-30|0
P3NACE01|SCE|Sněhoměrná lať|1994-09-01|2020-12-31|0
P3NETV01|SCE|Sněhoměrná lať|1961-01-01|1975-12-31|0
P3NETV01|SCE|Sněhoměrná lať|1978-04-10|2012-03-31|0
P3NETV01|SCE|Sněhoměrná lať|2017-04-01|2020-12-31|0
P3NRUD01|SCE|Sněhoměrná lať|1999-04-22|2020-12-31|0
P3OLBR01|SCE|Sněhoměrná lať|1961-01-01|1988-06-30|0
P3OMZI01|SCE|Sněhoměrná lať|1985-05-01|2002-11-30|0
P3ONDR01|SCE|Sněhoměrná lať|1961-01-01|2017-11-30|0
P3ONDR01|SCE|Sněhoměrná lať|2018-04-01|2020-12-31|0
P3POST01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P3PSAR01|SCE|Sněhoměrná lať|1961-01-01|2003-12-31|0
P3PSAR01|SCE|Sněhoměrná lať|2004-02-01|2020-12-31|0
P3REND01|SCE|Sněhoměrná lať|1961-01-01|2003-07-31|0
P3REND01|SCE|Sněhoměrná lať|2003-11-01|2009-10-31|0
P3REND01|SCE|Sněhoměrná lať|2010-01-01|2020-12-31|0
P3RICA01|SCE|Sněhoměrná lať|1961-01-01|1969-12-31|0
P3RICA01|SCE|Sněhoměrná lať|1970-12-08|1977-11-30|0
P3RICA01|SCE|Sněhoměrná lať|1978-04-01|2020-12-31|0
P3SAZA01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
P3SAZA01|SCE|Sněhoměrná lať|1982-04-01|2020-12-31|0
P3SEDL01|SCE|Sněhoměrná lať|1961-01-01|1970-05-31|0
P3SEDL01|SCE|Sněhoměrná lať|1970-09-01|1995-06-30|0
P3STAN01|SCE|Sněhoměrná lať|1961-01-01|1981-11-30|0
P3STAN01|SCE|Sněhoměrná lať|1982-03-01|2020-12-31|0
P3STRE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P3TEPL01|SCE|Sněhoměrná lať|2020-07-01|2020-12-31|0
P3VELI01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P3VLAS01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
P3VLAS01|SCE|Sněhoměr automatický|2019-06-12|2020-12-31|0
P3VOJK01|SCE|Sněhoměrná lať|1995-11-01|2012-12-31|0
P3VOTI01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
P3ZAHR01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
U1HORB01|SCE|Sněhoměrná lať|1989-01-01|1997-11-30|0
U1HORB01|SCE|Sněhoměrná lať|2002-10-01|2007-03-31|0
U1HORB01|SCE|Sněhoměrná lať|2007-07-01|2013-06-04|0
U1HORB01|SCE|Sněhoměrná lať|2013-07-01|2020-12-31|0
U2MELN01|SCE|Sněhoměrná lať|1962-02-01|1963-12-31|0
U2MELN01|SCE|Sněhoměrná lať|1997-12-01|2002-07-31|0
U2STRE01|SCE|Sněhoměrná lať|1961-01-01|1979-12-31|0
U2STRE01|SCE|Sněhoměrná lať|1989-07-01|2013-03-31|0
U2VYSO01|SCE|Sněhoměrná lať|2013-04-01|2020-12-31|0
U1BILI01|SCE|Sněhoměrná lať|1961-01-01|1990-09-30|0
U1BILI01|SCE|Sněhoměrná lať|1990-12-01|1996-06-30|0
U1BILI01|SCE|Sněhoměrná lať|1996-12-01|2018-02-28|0
U1BILI01|SCE|Sněhoměrná lať|2018-10-01|2020-12-31|0
U1BLAT01|SCE|Sněhoměrná lať|1961-01-01|1986-06-30|0
U1BLSA01|SCE|Sněhoměrná lať|1977-05-01|1981-10-31|0
U1BLSA01|SCE|Sněhoměrná lať|1982-03-01|1984-01-31|0
U1BLSA01|SCE|Sněhoměrná lať|1985-08-01|2005-06-30|0
U1BOLR01|SCE|Sněhoměrná lať|1961-01-01|1998-08-31|0
U1BOLR01|SCE|Sněhoměrná lať|1999-03-01|2013-09-30|0
U1BOLR01|SCE|Sněhoměrná lať|2013-11-01|2020-12-31|0
U1BORI01|SCE|Sněhoměrná lať|1967-10-01|1978-12-31|0
U1CEJI01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
U1CHOM01|SCE|Sněhoměrná lať|1961-01-01|1992-04-30|0
U1CHOM01|SCE|Sněhoměrná lať|1992-07-01|2020-12-31|0
U1CHOV01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1CINO01|SCE|Sněhoměrná lať|1967-10-01|1968-06-15|0
U1CINO01|SCE|Sněhoměrná lať|1969-08-20|1976-12-31|0
U1CINO01|SCE|Sněhoměrná lať|1978-01-01|1980-05-31|0
U1CINO01|SCE|Sněhoměrná lať|1980-12-01|1988-06-30|0
U1CINO01|SCE|Sněhoměrná lať|1988-09-01|1992-12-31|0
U1CITO01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
U1DLAZ01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1DLAZ01|SCE|Sněhoměrná lať|1962-11-01|1964-06-30|0
U1DLAZ01|SCE|Sněhoměrná lať|1964-08-01|1974-03-18|0
U1DLAZ01|SCE|Sněhoměrná lať|1974-05-01|1975-03-31|0
U1DLAZ01|SCE|Sněhoměrná lať|1975-07-01|1986-07-31|0
U1DLAZ01|SCE|Sněhoměrná lať|1986-09-01|2020-12-31|0
U1DOKS01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
U1DUBI01|SCE|Sněhoměrná lať|1965-01-01|1975-11-30|0
U1DUBI01|SCE|Sněhoměrná lať|1976-01-01|1996-03-31|0
U1DUBI01|SCE|Sněhoměrná lať|1996-05-01|2020-12-31|0
U1DUBK01|SCE|Sněhoměrná lať|1968-01-01|1980-06-30|0
U1DVUR01|SCE|Sněhoměrná lať|1984-05-01|1988-12-31|0
U1HAVR01|SCE|Sněhoměrná lať|1978-01-01|1979-09-30|0
U1HNEV01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1HORA01|SCE|Sněhoměrná lať|1964-08-01|1971-12-31|0
U1HRIS01|SCE|Sněhoměrná lať|1961-01-01|1974-08-31|0
U1HRIV01|SCE|Sněhoměrná lať|1961-01-01|1971-03-31|0
U1HRIV01|SCE|Sněhoměrná lať|1972-04-01|2020-12-31|0
U1HROB01|SCE|Sněhoměrná lať|1961-01-01|1993-11-30|0
U1HROB01|SCE|Sněhoměrná lať|1994-05-01|2009-01-31|0
U1HROB01|SCE|Sněhoměrná lať|2009-04-01|2020-12-31|0
U1JILO01|SCE|Sněhoměrná lať|1962-11-01|2020-12-31|0
U1JIRK01|SCE|Sněhoměrná lať|1968-01-01|1972-04-30|0
U1JIRK01|SCE|Sněhoměrná lať|1989-04-14|1992-03-31|0
U1JIRK01|SCE|Sněhoměrná lať|1992-05-01|1998-02-28|0
U1JIRK01|SCE|Sněhoměrná lať|1998-04-01|2008-07-31|0
U1KADA01|SCE|Sněhoměrná lať|1961-01-01|1973-03-31|0
U1KALE01|SCE|Sněhoměrná lať|1961-01-01|1978-03-31|0
U1KATU01|SCE|Sněhoměrná lať|1967-04-01|2020-12-31|0
U1KLIN01|SCE|Sněhoměrná lať|1963-05-01|2007-06-30|0
U1KLIN01|SCE|Sněhoměrná lať|2007-09-01|2020-12-31|0
U1KOST01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1KRIM01|SCE|Sněhoměrná lať|1987-09-01|2020-12-31|0
U1KRYR01|SCE|Sněhoměrná lať|1963-05-01|1969-01-01|0
U1KRYR01|SCE|Sněhoměrná lať|1969-03-01|1979-12-31|0
U1KRYR01|SCE|Sněhoměrná lať|1988-08-01|2012-12-31|0
U1LENE01|SCE|Sněhoměrná lať|1961-01-01|1971-01-31|0
U1LENE01|SCE|Sněhoměrná lať|1971-03-01|1972-07-31|0
U1LENE01|SCE|Sněhoměrná lať|1972-10-01|1978-12-31|0
U1LIBO01|SCE|Sněhoměrná lať|1967-09-01|2020-12-31|0
U1LITN01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1LITN01|SCE|Sněhoměrná lať|1964-01-01|1984-12-31|0
U1LITV01|SCE|Sněhoměrná lať|1961-01-01|1988-10-31|0
U1LITV01|SCE|Sněhoměrná lať|1988-12-01|1996-01-31|0
U1LITV01|SCE|Sněhoměrná lať|1996-05-01|2012-12-31|0
U1LOUN01|SCE|Sněhoměrná lať|1981-01-01|2012-10-31|0
U1LUKO01|SCE|Sněhoměrná lať|1964-01-01|1968-03-30|0
U1LUKO01|SCE|Sněhoměrná lať|1968-05-01|1989-11-30|0
U1LUKO01|SCE|Sněhoměrná lať|1990-02-01|2020-12-31|0
U1MALK01|SCE|Sněhoměrná lať|1961-01-01|1982-12-31|0
U1MALK01|SCE|Sněhoměrná lať|1986-08-01|1987-07-30|0
U1MALK01|SCE|Sněhoměrná lať|1987-08-01|2007-12-31|0
U1MALK01|SCE|Sněhoměrná lať|2008-03-01|2010-08-31|0
U1MALK01|SCE|Sněhoměrná lať|2010-11-01|2012-12-31|0
U1MAST01|SCE|Sněhoměrná lať|1963-01-01|2020-12-31|0
U1MEDE01|SCE|Sněhoměrná lať|1968-03-01|1969-11-30|0
U1MEDE01|SCE|Sněhoměrná lať|1970-01-01|1970-01-31|0
U1MEDE01|SCE|Sněhoměrná lať|1970-04-01|1970-09-30|0
U1MEDE01|SCE|Sněhoměrná lať|1970-11-01|1970-11-30|0
U1MEDE01|SCE|Sněhoměrná lať|1971-01-01|1971-01-31|0
U1MEDE01|SCE|Sněhoměrná lať|1971-04-01|1971-12-31|0
U1MEDE01|SCE|Sněhoměrná lať|1972-02-01|1977-08-31|0
U1MEDE01|SCE|Sněhoměrná lať|1989-01-01|2020-12-31|0
U1MEDS01|SCE|Sněhoměrná lať|1980-01-01|1993-06-30|0
U1MERU01|SCE|Sněhoměrná lať|1961-01-01|1966-09-30|0
U1MERU01|SCE|Sněhoměrná lať|1967-01-01|1971-09-30|0
U1MERU01|SCE|Sněhoměrná lať|1972-01-01|1972-07-31|0
U1MERU01|SCE|Sněhoměrná lať|1973-04-01|2020-12-31|0
U1MILS01|SCE|Sněhoměrná lať|1961-01-01|1967-12-31|0
U1MILS01|SCE|Sněhoměrná lať|1970-12-01|2020-12-31|0
U1MOLD01|SCE|Sněhoměrná lať|1961-01-01|1963-12-31|0
U1MOLD01|SCE|Sněhoměrná lať|1964-08-01|1983-06-30|0
U1MOLD01|SCE|Sněhoměrná lať|1984-07-01|1986-01-31|0
U1MOLD01|SCE|Sněhoměrná lať|1986-04-01|1987-01-31|0
U1MOLD01|SCE|Sněhoměrná lať|1987-03-01|1992-12-31|0
U1MOST01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1MOST01|SCE|Sněhoměrná lať|1964-03-01|1969-04-30|0
U1MSEN01|SCE|Sněhoměrná lať|1961-01-01|1961-12-31|0
U1NOVE01|SCE|Sněhoměrná lať|1961-01-01|1965-02-28|0
U1NOVE01|SCE|Sněhoměrná lať|1965-04-01|1967-01-31|0
U1NOVE01|SCE|Sněhoměrná lať|1967-04-01|1968-01-16|0
U1NOVE01|SCE|Sněhoměrná lať|1968-03-01|1968-10-31|0
U1NOVE01|SCE|Sněhoměrná lať|1968-12-01|1970-11-30|0
U1NOVE01|SCE|Sněhoměrná lať|1971-06-30|2020-12-31|0
U1PEKL01|SCE|Sněhoměrná lať|1963-11-01|2007-04-30|0
U1PEKL01|SCE|Sněhoměrná lať|2007-06-01|2008-02-29|0
U1PEKL01|SCE|Sněhoměrná lať|2008-04-01|2020-12-31|0
U1PERU01|SCE|Sněhoměrná lať|1961-01-01|1979-09-30|0
U1PERU01|SCE|Sněhoměrná lať|1979-11-01|1988-01-31|0
U1PERU01|SCE|Sněhoměrná lať|1988-11-01|2020-12-31|0
U1PODB01|SCE|Sněhoměrná lať|1961-01-01|1970-12-31|0
U1PODB01|SCE|Sněhoměrná lať|1971-06-01|1976-07-31|0
U1PRIS01|SCE|Sněhoměrná lať|1961-01-01|1973-12-31|0
U1ROUL01|SCE|Sněhoměrná lať|1961-01-01|2013-01-31|0
U1ROUL01|SCE|Sněhoměrná lať|2013-04-01|2020-12-31|0
U1SMOL01|SCE|Sněhoměrná lať|1977-05-01|1986-01-31|0
U1SMOL01|SCE|Sněhoměrná lať|1987-06-01|2020-12-31|0
U1SNEZ01|SCE|Sněhoměrná lať|1989-05-01|1994-12-31|0
U1SNEZ01|SCE|Sněhoměrná lať|1995-06-01|1995-10-31|0
U1SNEZ01|SCE|Sněhoměrná lať|1996-04-01|2020-12-31|0
U1STRJ01|SCE|Sněhoměrná lať|2005-10-05|2020-12-31|0
U1STRV01|SCE|Sněhoměrná lať|1961-01-01|1975-12-31|0
U1STRV01|SCE|Sněhoměrná lať|1976-02-01|1979-04-30|0
U1STRV01|SCE|Sněhoměrná lať|1979-06-01|2020-12-31|0
U1TELN01|SCE|Sněhoměrná lať|1962-11-01|1966-12-31|0
U1TELN01|SCE|Sněhoměrná lať|1967-03-01|1967-06-30|0
U1TELN01|SCE|Sněhoměrná lať|1967-08-01|1967-10-31|0
U1TELN01|SCE|Sněhoměrná lať|1967-12-01|1967-12-31|0
U1TELN01|SCE|Sněhoměrná lať|1970-11-01|1975-02-28|0
U1TELN01|SCE|Sněhoměrná lať|1975-04-01|1977-01-31|0
U1TELN01|SCE|Sněhoměrná lať|1977-03-01|2004-10-31|0
U1TELN01|SCE|Sněhoměrná lať|2004-12-01|2020-12-31|0
U1TEPL01|SCE|Sněhoměrná lať|1961-01-01|1986-01-15|0
U1TEPL01|SCE|Sněhoměrná lať|1986-03-01|1996-01-31|0
U1TEPL01|SCE|Sněhoměrná lať|1996-05-01|2020-12-31|0
U1TISA01|SCE|Sněhoměrná lať|1988-06-01|2020-12-31|0
U1UJEZ01|SCE|Sněhoměrná lať|1967-04-01|1971-11-30|0
U1UJEZ01|SCE|Sněhoměrná lať|1972-01-01|1976-12-31|0
U1UJEZ01|SCE|Sněhoměrná lať|1978-01-01|1978-03-31|0
U1ULKO01|SCE|Sněhoměrná lať|1975-01-01|1975-08-31|0
U1ULKO01|SCE|Sněhoměrná lať|1975-10-01|1975-10-31|0
U1ULKO01|SCE|Sněhoměrná lať|1975-12-01|1976-02-29|0
U1ULKO01|SCE|Sněhoměrná lať|1976-07-01|1976-09-30|0
U1ULKO01|SCE|Sněhoměrná lať|1977-12-01|2020-12-31|0
U1ULMA01|SCE|Sněhoměrná lať|1961-01-01|1988-07-31|0
U1ULMA01|SCE|Sněhoměrná lať|1988-10-01|2020-12-31|0
U1VECE01|SCE|Sněhoměrná lať|1963-05-01|1984-02-29|0
U1VECE01|SCE|Sněhoměrná lať|1984-05-01|2020-12-31|0
U1VILE01|SCE|Sněhoměrná lať|1961-01-01|1980-12-31|0
U1VILE01|SCE|Sněhoměrná lať|1991-07-01|2012-12-31|0
U1VVES01|SCE|Sněhoměrná lať|1986-04-19|1991-06-30|0
U1VYSL01|SCE|Sněhoměrná lať|1961-01-01|2010-09-30|0
U1VYSL01|SCE|Sněhoměrná lať|2011-06-01|2020-12-31|0
U1ZATE01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
U2BENP01|SCE|Sněhoměrná lať|1961-01-01|1968-11-30|0
U2BENP01|SCE|Sněhoměrná lať|1969-01-01|1969-02-28|0
U2BENP01|SCE|Sněhoměrná lať|1969-04-01|1970-03-31|0
U2BENP01|SCE|Sněhoměrná lať|1970-05-01|1970-08-31|0
U2BENP01|SCE|Sněhoměrná lať|1970-11-01|1972-11-30|0
U2BENP01|SCE|Sněhoměrná lať|1973-01-01|1975-12-31|0
U2BENP01|SCE|Sněhoměrná lať|1976-04-01|1976-10-31|0
U2BENP01|SCE|Sněhoměrná lať|1978-11-01|1999-12-31|0
U2BENP01|SCE|Sněhoměrná lať|2000-04-01|2020-09-30|0
U2BOLE01|SCE|Sněhoměrná lať|1968-01-01|1976-12-31|0
U2CEKA01|SCE|Sněhoměrná lať|1961-01-01|1994-07-31|0
U2CEKA01|SCE|Sněhoměrná lať|1994-09-01|2016-12-31|0
U2CEKA01|SCE|Sněhoměrná lať|2017-02-01|2020-12-31|0
U2CHCE01|SCE|Sněhoměrná lať|1963-04-01|1979-03-01|0
U2CHCE01|SCE|Sněhoměrná lať|1987-08-01|1994-08-31|0
U2CHRI01|SCE|Sněhoměrná lať|1961-01-01|2020-12-31|0
U2DECI01|SCE|Sněhoměrná lať|1961-01-01|1971-10-02|0
U2DECI01|SCE|Sněhoměrná lať|1971-10-13|1975-10-31|0
U2DECI01|SCE|Sněhoměrná lať|1975-12-01|1978-12-31|0
U2DECI01|SCE|Sněhoměrná lať|1993-01-01|1995-10-31|0
U2DECI01|SCE|Sněhoměrná lať|1996-05-01|1999-12-06|0
